t,phi1,phi2,phi1dot,phi2dot,deltaE
84.75,1.01087,-19.8204,2.3645,-0.989673,-0.00346487
84.8,1.0249,-19.8574,2.25571,-0.966749,-0.00346488
84.85,1.03766,-19.8932,2.14315,-0.940138,-0.00346488
84.9,1.04918,-19.9278,2.02724,-0.910214,-0.00346489
84.95,1.05949,-19.9612,1.90834,-0.877316,-0.00346489
85,1.0686,-19.9936,1.7868,-0.841751,-0.00346489
85.05,1.07655,-20.025,1.6629,-0.803795,-0.00346489
85.1,1.08335,-20.0554,1.53694,-0.763703,-0.00346489
85.15,1.08902,-20.085,1.40918,-0.721704,-0.0034649
85.2,1.09357,-20.1136,1.27984,-0.67801,-0.0034649
85.25,1.09702,-20.1414,1.14915,-0.632814,-0.0034649
85.3,1.0994,-20.1684,1.01731,-0.586295,-0.0034649
85.35,1.10072,-20.1945,0.88452,-0.538616,-0.0034649
85.4,1.10099,-20.2198,0.750955,-0.489928,-0.0034649
85.45,1.10025,-20.2443,0.616784,-0.44037,-0.0034649
85.5,1.0985,-20.2678,0.482167,-0.390071,-0.0034649
85.55,1.09578,-20.2905,0.347256,-0.33915,-0.0034649
85.6,1.09211,-20.3123,0.212194,-0.287714,-0.0034649
85.65,1.08752,-20.3331,0.07712,-0.235866,-0.0034649
85.7,1.08202,-20.3528,-0.0578344,-0.183696,-0.0034649
85.75,1.07566,-20.3716,-0.192542,-0.13129,-0.0034649
85.8,1.06845,-20.3892,-0.326879,-0.078725,-0.0034649
85.85,1.06043,-20.4057,-0.460727,-0.0260732,-0.0034649
85.9,1.05162,-20.4209,-0.593966,0.026599,-0.0034649
85.95,1.04207,-20.4349,-0.72648,0.0792298,-0.0034649
86,1.0318,-20.4475,-0.858153,0.13176,-0.0034649
86.05,1.02085,-20.4587,-0.988869,0.184135,-0.0034649
86.1,1.00925,-20.4684,-1.11851,0.236297,-0.0034649
86.15,0.997023,-20.4766,-1.24695,0.288193,-0.0034649
86.2,0.984214,-20.4831,-1.37407,0.339764,-0.0034649
86.25,0.970852,-20.4879,-1.49973,0.390952,-0.0034649
86.3,0.956967,-20.491,-1.62381,0.441693,-0.0034649
86.35,0.94259,-20.4921,-1.74616,0.491916,-0.0034649
86.4,0.927746,-20.4914,-1.86662,0.541547,-0.0034649
86.45,0.912462,-20.4886,-1.98505,0.5905,-0.00346491
86.5,0.896757,-20.4838,-2.10127,0.63868,-0.00346491
86.55,0.880649,-20.4769,-2.2151,0.685981,-0.00346491
86.6,0.86415,-20.4678,-2.32635,0.732285,-0.00346491
86.65,0.847267,-20.4564,-2.43483,0.777458,-0.00346491
86.7,0.829999,-20.4428,-2.5403,0.821349,-0.00346491
86.75,0.812341,-20.4269,-2.64254,0.863789,-0.00346491
86.8,0.79428,-20.4086,-2.74129,0.904587,-0.00346491
86.85,0.775796,-20.3879,-2.83628,0.943528,-0.00346491
86.9,0.756861,-20.3648,-2.92719,0.980367,-0.00346491
86.95,0.737439,-20.3393,-3.01371,1.01483,-0.00346491
87,0.717489,-20.3114,-3.09546,1.0466,-0.00346492
87.05,0.696958,-20.2809,-3.17204,1.07533,-0.00346492
87.1,0.675787,-20.2479,-3.243,1.10062,-0.00346492
87.15,0.653906,-20.2124,-3.30784,1.12202,-0.00346491
87.2,0.631237,-20.1741,-3.366,1.139,-0.00346491
87.25,0.60769,-20.1331,-3.41685,1.15098,-0.00346491
87.3,0.58316,-20.0892,-3.45968,1.15731,-0.0034649
87.35,0.557528,-20.0423,-3.49369,1.15721,-0.00346489
87.4,0.530653,-19.9922,-3.51796,1.14982,-0.00346488
87.45,0.502371,-19.9385,-3.53147,1.13414,-0.00346486
87.5,0.472483,-19.881,-3.53301,1.10904,-0.00346483
87.55,0.440745,-19.8192,-3.52123,1.07319,-0.00346478
87.6,0.406855,-19.7525,-3.49456,1.02509,-0.00346469
87.65,0.370426,-19.6802,-3.45122,0.963005,-0.00346451
87.7,0.330949,-19.6011,-3.38925,0.885038,-0.00346409
87.75,0.287741,-19.5138,-3.30664,0.789244,-0.00346297
87.8,0.239856,-19.4161,-3.20183,0.674156,-0.00345958
87.85,0.185981,-19.305,-3.07536,0.540406,-0.00344797
87.9,0.124402,-19.1766,-2.93481,0.395693,-0.00340824
87.95,0.0536477,-19.0271,-2.80773,0.267721,-0.00333201
88,-0.0245542,-18.8604,-2.75406,0.216554,-0.00341138
88.05,-0.102199,-18.6949,-2.81291,0.281325,-0.00354062
88.1,-0.171851,-18.5478,-2.93767,0.415295,-0.00365011
88.15,-0.232372,-18.4214,-3.07125,0.56118,-0.00369028
88.2,-0.285351,-18.3119,-3.18928,0.694423,-0.00370135
88.25,-0.332464,-18.2153,-3.28544,0.808566,-0.0037046
88.3,-0.374976,-18.1288,-3.35961,0.903372,-0.00370568
88.35,-0.413795,-18.0503,-3.41344,0.98042,-0.0037061
88.4,-0.449578,-17.9783,-3.44899,1.04167,-0.00370629
88.45,-0.482816,-17.9117,-3.46821,1.08903,-0.00370638
88.5,-0.513879,-17.8499,-3.47288,1.1242,-0.00370643
88.55,-0.54306,-17.7923,-3.46454,1.14868,-0.00370647
88.6,-0.570592,-17.7383,-3.44456,1.16378,-0.00370649
88.65,-0.596666,-17.6877,-3.41411,1.17064,-0.0037065
88.7,-0.621438,-17.6401,-3.37423,1.17025,-0.00370651
88.75,-0.645043,-17.5954,-3.32583,1.16347,-0.00370652
88.8,-0.667594,-17.5535,-3.26972,1.15107,-0.00370653
88.85,-0.68919,-17.5141,-3.20661,1.13372,-0.00370653
88.9,-0.709915,-17.4771,-3.13714,1.11201,-0.00370653
88.95,-0.729845,-17.4426,-3.06187,1.08645,-0.00370653
89,-0.749044,-17.4104,-2.98131,1.05753,-0.00370653
89.05,-0.767568,-17.3805,-2.89592,1.02563,-0.00370653
89.1,-0.785468,-17.3528,-2.8061,0.991132,-0.00370653
89.15,-0.802783,-17.3273,-2.71223,0.954348,-0.00370653
89.2,-0.819549,-17.304,-2.61464,0.915563,-0.00370653
89.25,-0.835794,-17.2829,-2.51365,0.875029,-0.00370653
89.3,-0.851539,-17.2638,-2.40952,0.832967,-0.00370653
89.35,-0.866801,-17.2468,-2.30251,0.789573,-0.00370653
89.4,-0.881587,-17.2319,-2.19286,0.745019,-0.00370653
89.45,-0.895903,-17.2189,-2.08078,0.699457,-0.00370653
89.5,-0.909746,-17.2079,-1.96647,0.653021,-0.00370653
89.55,-0.923112,-17.1988,-1.85012,0.605828,-0.00370653
89.6,-0.935991,-17.1916,-1.73189,0.55798,-0.00370653
89.65,-0.948368,-17.1861,-1.61194,0.509567,-0.00370652
89.7,-0.960228,-17.1824,-1.49043,0.460667,-0.00370652
89.75,-0.971553,-17.1804,-1.36749,0.411348,-0.00370652
89.8,-0.982322,-17.18,-1.24325,0.36167,-0.00370652
89.85,-0.992513,-17.1812,-1.11783,0.311686,-0.00370652
89.9,-1.00211,-17.1839,-0.991345,0.261441,-0.00370652
89.95,-1.01108,-17.1881,-0.86391,0.210978,-0.00370652
90,-1.0194,-17.1937,-0.735629,0.160335,-0.00370652
90.05,-1.02706,-17.2006,-0.606602,0.109549,-0.00370652
90.1,-1.03403,-17.2089,-0.476928,0.058653,-0.00370652
90.15,-1.0403,-17.2184,-0.346703,0.00768411,-0.00370652
90.2,-1.04583,-17.2292,-0.216024,-0.0433215,-0.00370652
90.25,-1.05062,-17.2411,-0.0849875,-0.0943248,-0.00370652
90.3,-1.05464,-17.2542,0.0463097,-0.145283,-0.00370652
90.35,-1.05787,-17.2684,0.177767,-0.19615,-0.00370652
90.4,-1.0603,-17.2837,0.309283,-0.246874,-0.00370652
90.45,-1.06191,-17.3001,0.440748,-0.297395,-0.00370652
90.5,-1.06269,-17.3176,0.572051,-0.347648,-0.00370652
90.55,-1.06262,-17.3361,0.703072,-0.397558,-0.00370652
90.6,-1.06168,-17.3556,0.833686,-0.447043,-0.00370652
90.65,-1.05986,-17.3762,0.963756,-0.496008,-0.00370652
90.7,-1.05714,-17.3978,1.09314,-0.544348,-0.00370652
90.75,-1.05352,-17.4204,1.22168,-0.591947,-0.00370652
90.8,-1.04898,-17.4441,1.3492,-0.638673,-0.00370652
90.85,-1.04349,-17.4688,1.47554,-0.684381,-0.00370652
90.9,-1.03706,-17.4946,1.60048,-0.728909,-0.00370652
90.95,-1.02966,-17.5215,1.72382,-0.772077,-0.00370652
91,-1.02127,-17.5495,1.84531,-0.813685,-0.00370652
91.05,-1.01189,-17.5786,1.96471,-0.853511,-0.00370652
91.1,-1.00148,-17.609,2.08174,-0.891311,-0.00370652
91.15,-0.990027,-17.6406,2.19609,-0.926813,-0.00370652
91.2,-0.977507,-17.6735,2.30742,-0.959714,-0.00370652
91.25,-0.96389,-17.7078,2.41536,-0.989678,-0.00370651
91.3,-0.949143,-17.7436,2.51952,-1.01634,-0.00370651
91.35,-0.933228,-17.781,2.61943,-1.03927,-0.00370651
91.4,-0.9161,-17.82,2.7146,-1.05802,-0.0037065
91.45,-0.897705,-17.8608,2.80447,-1.07207,-0.0037065
91.5,-0.877982,-17.9036,2.88844,-1.08083,-0.00370649
91.55,-0.856853,-17.9485,2.96579,-1.08367,-0.00370648
91.6,-0.834229,-17.9958,3.03577,-1.07984,-0.00370647
91.65,-0.809999,-18.0456,3.09749,-1.06853,-0.00370645
91.7,-0.784028,-18.0984,3.14996,-1.04877,-0.00370643
91.75,-0.756147,-18.1545,3.19206,-1.01952,-0.0037064
91.8,-0.726145,-18.2143,3.22249,-0.979532,-0.00370635
91.85,-0.693754,-18.2786,3.23981,-0.927431,-0.00370626
91.9,-0.658622,-18.348,3.24236,-0.861651,-0.00370609
91.95,-0.620287,-18.4237,3.22837,-0.780498,-0.00370571
92,-0.578119,-18.507,3.19604,-0.682303,-0.00370473
92.05,-0.531253,-18.6,3.14409,-0.565928,-0.00370184
92.1,-0.478499,-18.7056,3.07323,-0.432284,-0.00369235
92.15,-0.418342,-18.8271,2.99053,-0.288694,-0.00366178
92.2,-0.349534,-18.9679,2.92,-0.159568,-0.00360542
92.25,-0.273582,-19.1244,2.91208,-0.0959166,-0.003651
92.3,-0.197344,-19.2808,3.00232,-0.133907,-0.00374135
92.35,-0.127686,-19.4211,3.15554,-0.23888,-0.0038266
92.4,-0.0661209,-19.5419,3.32105,-0.360392,-0.00386259
92.45,-0.0114003,-19.646,3.47433,-0.474028,-0.00387334
92.5,0.0380065,-19.737,3.60785,-0.572289,-0.00387661
92.55,0.0833136,-19.8175,3.72051,-0.654064,-0.00387771
92.6,0.125418,-19.8894,3.81327,-0.720295,-0.00387814
92.65,0.164983,-19.9542,3.88762,-0.772464,-0.00387832
92.7,0.202512,-20.0126,3.94512,-0.81208,-0.0038784
92.75,0.238397,-20.0654,3.98715,-0.840521,-0.00387845
92.8,0.272949,-20.1131,4.01496,-0.858987,-0.00387847
92.85,0.306423,-20.1561,4.0296,-0.868508,-0.00387848
92.9,0.339031,-20.1945,4.03198,-0.869958,-0.00387849
92.95,0.370951,-20.2286,4.02287,-0.864075,-0.0038785
93,0.402332,-20.2584,4.00293,-0.85148,-0.0038785
93.05,0.433303,-20.2841,3.97272,-0.832696,-0.0038785
93.1,0.463971,-20.3056,3.93274,-0.808163,-0.0038785
93.15,0.494426,-20.3231,3.88338,-0.778251,-0.0038785
93.2,0.52474,-20.3364,3.82504,-0.743277,-0.00387851
93.25,0.554967,-20.3458,3.75802,-0.703513,-0.00387851
93.3,0.585144,-20.351,3.68263,-0.6592,-0.00387851
93.35,0.615293,-20.3522,3.59915,-0.610558,-0.00387851
93.4,0.645415,-20.3493,3.50785,-0.557797,-0.00387851
93.45,0.675498,-20.3425,3.40902,-0.501122,-0.00387852
93.5,0.705509,-20.3318,3.30294,-0.440747,-0.00387852
93.55,0.735401,-20.3173,3.18991,-0.376897,-0.00387852
93.6,0.765111,-20.2991,3.07024,-0.309817,-0.00387853
93.65,0.794563,-20.2773,2.9443,-0.23978,-0.00387853
93.7,0.823665,-20.2521,2.81245,-0.167087,-0.00387854
93.75,0.852317,-20.2236,2.67511,-0.0920733,-0.00387854
93.8,0.880409,-20.1921,2.53273,-0.0151123,-0.00387854
93.85,0.907824,-20.1578,2.38578,0.0633856,-0.00387854
93.9,0.934439,-20.1208,2.23479,0.142972,-0.00387854
93.95,0.960132,-20.0815,2.08029,0.223162,-0.00387854
94,0.984777,-20.0399,1.92287,0.30344,-0.00387854
94.05,1.00825,-19.9964,1.76311,0.383263,-0.00387853
94.1,1.03044,-19.9512,1.60163,0.462068,-0.00387853
94.15,1.05124,-19.9045,1.43905,0.539281,-0.00387852
94.2,1.07053,-19.8564,1.27597,0.614322,-0.0038785
94.25,1.08822,-19.8072,1.113,0.686617,-0.00387849
94.3,1.10422,-19.757,0.950736,0.755604,-0.00387847
94.35,1.11846,-19.7059,0.789743,0.820738,-0.00387846
94.4,1.13086,-19.654,0.630564,0.881497,-0.00387844
94.45,1.14137,-19.6014,0.473712,0.937384,-0.00387842
94.5,1.14992,-19.5482,0.319675,0.987928,-0.0038784
94.55,1.15646,-19.4943,0.168915,1.03268,-0.00387838
94.6,1.16096,-19.4398,0.0218728,1.07122,-0.00387836
94.65,1.16337,-19.3847,-0.121027,1.10313,-0.00387834
94.7,1.16364,-19.3288,-0.259366,1.12802,-0.00387831
94.75,1.16173,-19.2721,-0.392724,1.14547,-0.00387829
94.8,1.15759,-19.2144,-0.520668,1.15508,-0.00387827
94.85,1.15116,-19.1555,-0.642743,1.15642,-0.00387824
94.9,1.14235,-19.0952,-0.758455,1.14903,-0.00387821
94.95,1.13107,-19.0332,-0.867264,1.13239,-0.00387818
95,1.11721,-18.9691,-0.968566,1.10595,-0.00387813
95.05,1.1006,-18.9025,-1.06169,1.0691,-0.00387807
95.1,1.08104,-18.8327,-1.14591,1.02117,-0.00387799
95.15,1.05826,-18.7591,-1.22044,0.961465,-0.00387783
95.2,1.03187,-18.6806,-1.28458,0.889389,-0.00387751
95.25,1.00141,-18.596,-1.33787,0.804656,-0.00387675
95.3,0.966237,-18.5036,-1.38077,0.707905,-0.00387474
95.35,0.925568,-18.4015,-1.41597,0.602136,-0.00386944
95.4,0.87868,-18.2877,-1.45147,0.495771,-0.00385841
95.45,0.825623,-18.162,-1.50468,0.406854,-0.00385115
95.5,0.768587,-18.0292,-1.59907,0.359746,-0.00386219
95.55,0.71193,-17.8994,-1.74243,0.363274,-0.00387721
95.6,0.659173,-17.7805,-1.91685,0.40046,-0.00389476
95.65,0.611301,-17.6747,-2.10029,0.449897,-0.00390468
95.7,0.567838,-17.5809,-2.27986,0.499135,-0.00390866
95.75,0.52796,-17.4972,-2.4501,0.542971,-0.00391016
95.8,0.490906,-17.422,-2.60917,0.57974,-0.00391075
95.85,0.456057,-17.3539,-2.75675,0.60925,-0.00391099
95.9,0.422921,-17.2921,-2.89311,0.631858,-0.0039111
95.95,0.391107,-17.2357,-3.01868,0.648085,-0.00391115
96,0.360295,-17.1845,-3.13396,0.658455,-0.00391118
96.05,0.330224,-17.1378,-3.23934,0.663431,-0.00391119
96.1,0.300671,-17.0956,-3.33516,0.663387,-0.00391119
96.15,0.271448,-17.0577,-3.42168,0.658611,-0.0039112
96.2,0.242389,-17.0239,-3.49907,0.649299,-0.0039112
96.25,0.213349,-16.9942,-3.5674,0.635565,-0.0039112
96.3,0.184204,-16.9686,-3.62671,0.617445,-0.0039112
96.35,0.15484,-16.9472,-3.67692,0.594907,-0.0039112
96.4,0.125162,-16.9299,-3.71793,0.567858,-0.0039112
96.45,0.0950894,-16.9169,-3.74958,0.53615,-0.0039112
96.5,0.0645541,-16.9083,-3.77167,0.499594,-0.00391121
96.55,0.0335063,-16.9041,-3.78397,0.457969,-0.00391121
96.6,0.00191283,-16.9044,-3.78622,0.411031,-0.00391121
96.65,-0.0302405,-16.9094,-3.77818,0.358529,-0.00391121
96.7,-0.0629476,-16.919,-3.7596,0.300222,-0.00391122
96.75,-0.0961804,-16.9335,-3.73027,0.235889,-0.00391123
96.8,-0.129888,-16.9527,-3.69002,0.165351,-0.00391124
96.85,-0.163994,-16.9767,-3.63874,0.0884891,-0.00391125
96.9,-0.198399,-17.0054,-3.57643,0.00526178,-0.00391126
96.95,-0.232979,-17.0389,-3.50315,-0.0842732,-0.00391128
97,-0.267587,-17.0769,-3.41911,-0.179941,-0.0039113
97.05,-0.302051,-17.1194,-3.32465,-0.281431,-0.00391132
97.1,-0.336183,-17.1661,-3.22027,-0.388282,-0.00391134
97.15,-0.369777,-17.217,-3.10662,-0.499873,-0.00391135
97.2,-0.402613,-17.2717,-2.98454,-0.615412,-0.00391137
97.25,-0.434465,-17.33,-2.85501,-0.733943,-0.00391138
97.3,-0.465097,-17.3918,-2.71921,-0.854347,-0.00391137
97.35,-0.494277,-17.4567,-2.57842,-0.975359,-0.00391136
97.4,-0.521771,-17.5245,-2.43409,-1.09558,-0.00391133
97.45,-0.547353,-17.5951,-2.28774,-1.21352,-0.00391128
97.5,-0.570803,-17.6683,-2.141,-1.32759,-0.00391121
97.55,-0.59191,-17.744,-1.99554,-1.43615,-0.00391112
97.6,-0.610468,-17.822,-1.85307,-1.53752,-0.00391101
97.65,-0.626277,-17.9023,-1.71532,-1.63001,-0.00391088
97.7,-0.639136,-17.9852,-1.58405,-1.71189,-0.00391072
97.75,-0.64884,-18.0706,-1.46102,-1.78144,-0.00391053
97.8,-0.655166,-18.1588,-1.34803,-1.8369,-0.00391031
97.85,-0.657865,-18.2503,-1.24694,-1.87647,-0.00391004
97.9,-0.656637,-18.3457,-1.15964,-1.89828,-0.0039097
97.95,-0.651109,-18.4458,-1.08814,-1.90043,-0.00390922
98,-0.640796,-18.5517,-1.03445,-1.88098,-0.00390848
98.05,-0.625045,-18.665,-1.00036,-1.83826,-0.003907
98.1,-0.602972,-18.7881,-0.986737,-1.77157,-0.00390323
98.15,-0.573434,-18.9239,-0.991264,-1.68347,-0.00389229
98.2,-0.53531,-19.0757,-1.00258,-1.5857,-0.00386826
98.25,-0.48893,-19.2436,-0.990745,-1.50877,-0.00387353
98.3,-0.438842,-19.4182,-0.91759,-1.4917,-0.00390982
98.35,-0.392409,-19.5838,-0.786006,-1.53247,-0.00394564
98.4,-0.353479,-19.7324,-0.634336,-1.5934,-0.00397604
98.45,-0.321999,-19.8651,-0.48913,-1.64833,-0.0039873
98.5,-0.296764,-19.9849,-0.359787,-1.68809,-0.00399096
98.55,-0.276621,-20.0949,-0.247863,-1.71123,-0.00399226
98.6,-0.260674,-20.1973,-0.15224,-1.71897,-0.00399279
98.65,-0.248252,-20.2935,-0.0710585,-1.71321,-0.00399306
98.7,-0.238849,-20.3848,-0.00237259,-1.69594,-0.0039932
98.75,-0.232072,-20.4721,0.0556401,-1.66901,-0.00399329
98.8,-0.227609,-20.5559,0.104627,-1.63408,-0.00399335
98.85,-0.225205,-20.6369,0.146063,-1.59266,-0.00399339
98.9,-0.224647,-20.7153,0.181262,-1.54606,-0.00399342
98.95,-0.225751,-20.7916,0.211403,-1.49549,-0.00399344
99,-0.228355,-20.866,0.237542,-1.44201,-0.00399345
99.05,-0.232315,-20.9388,0.260631,-1.38658,-0.00399346
99.1,-0.2375,-21.0099,0.281527,-1.33007,-0.00399346
99.15,-0.243786,-21.0797,0.301002,-1.27325,-0.00399346
99.2,-0.251059,-21.1483,0.319752,-1.21685,-0.00399346
99.25,-0.259211,-21.2157,0.338401,-1.16147,-0.00399345
99.3,-0.268137,-21.2819,0.357507,-1.1077,-0.00399345
99.35,-0.277738,-21.3472,0.377563,-1.05603,-0.00399344
99.4,-0.287917,-21.4115,0.399002,-1.00691,-0.00399344
99.45,-0.298583,-21.4749,0.422201,-0.960715,-0.00399343
99.5,-0.309645,-21.5374,0.44748,-0.917779,-0.00399343
99.55,-0.321019,-21.5992,0.475108,-0.878379,-0.00399342
99.6,-0.33262,-21.6601,0.505302,-0.842742,-0.00399342
99.65,-0.344371,-21.7203,0.538233,-0.811047,-0.00399342
99.7,-0.356195,-21.7798,0.574025,-0.78343,-0.00399341
99.75,-0.368021,-21.8386,0.612764,-0.759986,-0.00399341
99.8,-0.379782,-21.8967,0.654495,-0.740772,-0.00399341
99.85,-0.391415,-21.9543,0.699229,-0.725812,-0.00399341
99.9,-0.402862,-22.0114,0.746946,-0.715096,-0.00399341
99.95,-0.414067,-22.0679,0.797599,-0.70859,-0.00399341
100,-0.424982,-22.124,0.851116,-0.706236,-0.00399342
