K,V,E,T,Eerr
62.2559,-3.45124,58.8047,77.4818,-1.09613e-05
62.2982,-3.49381,58.8044,77.5344,-1.5974e-05
62.34,-3.53586,58.8042,77.5865,-1.98262e-05
62.378,-3.57398,58.804,77.6338,-2.20713e-05
62.41,-3.606,58.804,77.6736,-2.27997e-05
62.435,-3.63103,58.804,77.7047,-2.24647e-05
62.4532,-3.64911,58.8041,77.7273,-2.13123e-05
62.4651,-3.66095,58.8042,77.7422,-1.98249e-05
62.4719,-3.66766,58.8043,77.7506,-1.82641e-05
62.4748,-3.67044,58.8043,77.7542,-1.68027e-05
62.475,-3.67052,58.8044,77.7544,-1.53344e-05
62.4735,-3.66901,58.8045,77.7526,-1.39727e-05
62.4715,-3.66692,58.8046,77.7501,-1.28612e-05
62.4697,-3.66511,58.8046,77.7479,-1.19217e-05
62.469,-3.66428,58.8047,77.7469,-1.11339e-05
62.4698,-3.66503,58.8047,77.7479,-1.04742e-05
62.4726,-3.66787,58.8048,77.7515,-9.91961e-06
62.478,-3.6732,58.8048,77.7582,-9.45038e-06
62.4862,-3.68136,58.8048,77.7684,-8.91475e-06
62.4975,-3.69266,58.8048,77.7825,-8.50683e-06
62.5122,-3.70737,58.8049,77.8008,-8.1528e-06
62.5306,-3.72571,58.8049,77.8236,-7.92277e-06
62.5527,-3.74787,58.8049,77.8512,-7.89463e-06
62.5789,-3.77398,58.8049,77.8837,-7.819e-06
62.609,-3.80414,58.8049,77.9213,-7.80007e-06
62.6432,-3.83835,58.8049,77.9638,-7.96307e-06
62.6813,-3.87649,58.8048,78.0113,-8.46385e-06
62.723,-3.91824,58.8048,78.0632,-9.2255e-06
62.7677,-3.963,58.8047,78.1187,-1.07726e-05
62.8143,-4.0097,58.8046,78.1767,-1.2953e-05
62.8611,-4.05672,58.8044,78.235,-1.65203e-05
62.9056,-4.10149,58.8041,78.2903,-2.17046e-05
62.9439,-4.14027,58.8036,78.338,-2.89241e-05
62.9709,-4.1678,58.8031,78.3716,-3.85162e-05
62.9794,-4.17708,58.8024,78.3823,-5.07617e-05
62.961,-4.15951,58.8015,78.3594,-6.45906e-05
62.9068,-4.10598,58.8008,78.2919,-7.69189e-05
62.8101,-4.00962,58.8005,78.1715,-8.21174e-05
62.6719,-3.87077,58.8011,77.9995,-7.20483e-05
62.5065,-3.70355,58.803,77.7937,-4.03217e-05
62.346,-3.54014,58.8059,77.5939,9.11342e-06
62.2349,-3.42629,58.8087,77.4557,5.65275e-05
62.2138,-3.40407,58.8097,77.4294,7.49194e-05
62.2979,-3.48949,58.8084,77.534,5.22399e-05
62.4683,-3.66279,58.8055,77.7461,3.25142e-06
62.6831,-3.8804,58.8027,78.0134,-4.48151e-05
62.8985,-4.09754,58.801,78.2816,-7.39673e-05
63.0847,-4.28418,58.8005,78.5133,-8.21977e-05
63.2289,-4.42805,58.8009,78.6927,-7.62569e-05
63.3313,-4.52973,58.8016,78.8202,-6.42068e-05
63.3984,-4.59612,58.8023,78.9037,-5.15517e-05
63.4385,-4.63562,58.8029,78.9537,-4.09899e-05
63.459,-4.65561,58.8034,78.9791,-3.36042e-05
63.465,-4.6614,58.8036,78.9866,-2.9206e-05
63.4598,-4.65607,58.8037,78.9801,-2.76923e-05
63.4443,-4.64068,58.8037,78.9609,-2.8393e-05
63.4182,-4.6147,58.8035,78.9284,-3.07081e-05
63.3799,-4.57651,58.8034,78.8806,-3.35463e-05
63.3274,-4.52422,58.8032,78.8154,-3.58276e-05
63.2598,-4.45661,58.8032,78.7312,-3.59963e-05
63.1779,-4.37448,58.8034,78.6293,-3.25502e-05
63.0858,-4.28193,58.8039,78.5147,-2.41755e-05
62.9918,-4.18712,58.8047,78.3976,-1.16305e-05
62.9071,-4.10166,58.8055,78.2923,2.28106e-06
62.8441,-4.03799,58.8061,78.2138,1.28965e-05
62.8118,-4.00549,58.8063,78.1736,1.58652e-05
62.8128,-4.00688,58.8059,78.1749,1.0126e-05
62.8424,-4.03719,58.8052,78.2117,-1.9025e-06
62.8904,-4.08598,58.8044,78.2715,-1.50842e-05
62.9454,-4.14148,58.8039,78.3398,-2.4853e-05
62.9981,-4.1945,58.8036,78.4055,-2.91382e-05
63.044,-4.24031,58.8037,78.4626,-2.82942e-05
63.0824,-4.27853,58.8039,78.5105,-2.41992e-05
63.1207,-4.31646,58.8042,78.5581,-1.8684e-05
63.1622,-4.3577,58.8045,78.6097,-1.43085e-05
63.2051,-4.40045,58.8046,78.6631,-1.18478e-05
63.251,-4.44632,58.8047,78.7202,-1.12561e-05
63.3001,-4.49545,58.8046,78.7813,-1.227e-05
63.3513,-4.54675,58.8045,78.845,-1.40762e-05
63.4028,-4.59843,58.8044,78.9092,-1.62235e-05
63.4527,-4.64846,58.8042,78.9713,-1.87809e-05
63.4988,-4.69472,58.8041,79.0287,-2.12783e-05
63.539,-4.73512,58.8039,79.0787,-2.41383e-05
63.5711,-4.76736,58.8037,79.1186,-2.76355e-05
63.5921,-4.78871,58.8034,79.1448,-3.23632e-05
63.5988,-4.7957,58.8031,79.1531,-3.85851e-05
63.5865,-4.78392,58.8026,79.1378,-4.67391e-05
63.5496,-4.74769,58.802,79.0919,-5.75278e-05
63.481,-4.67983,58.8011,79.0065,-7.12524e-05
63.3715,-4.57136,58.8001,78.8702,-8.91448e-05
63.2102,-4.41135,58.7988,78.6694,-0.000110607
62.9859,-4.1882,58.7977,78.3903,-0.000130553
62.6923,-3.89493,58.7974,78.0249,-0.000135042
62.341,-3.54157,58.7994,77.5876,-0.000101314
61.9772,-3.17283,58.8044,77.135,-1.59126e-05
61.6856,-2.87497,58.8107,76.772,9.06126e-05
61.5592,-2.74554,58.8137,76.6147,0.000141934
61.6397,-2.82911,58.8106,76.7149,8.92942e-05
61.8823,-3.07848,58.8039,77.0168,-2.52805e-05
62.1868,-3.38854,58.7982,77.3957,-0.00012094
62.4599,-3.66395,58.796,77.7357,-0.000159011
62.6524,-3.85587,58.7965,77.9752,-0.000150045
62.7594,-3.9611,58.7983,78.1084,-0.000120325
62.7951,-3.99487,58.8002,78.1528,-8.70723e-05
62.777,-3.97513,58.8018,78.1303,-5.93107e-05
62.7244,-3.92133,58.8031,78.0648,-3.86724e-05
62.6523,-3.84841,58.8039,77.9751,-2.46067e-05
62.5712,-3.76676,58.8044,77.8742,-1.52987e-05
62.488,-3.68325,58.8048,77.7707,-9.50578e-06
62.4072,-3.60219,58.805,77.67,-5.96906e-06
62.3312,-3.52612,58.8051,77.5755,-3.95676e-06
62.2616,-3.45647,58.8052,77.4889,-3.06007e-06
62.199,-3.39386,58.8052,77.411,-2.57812e-06
62.1437,-3.33854,58.8052,77.3422,-2.68184e-06
62.0956,-3.29041,58.8052,77.2822,-3.0819e-06
62.0543,-3.24919,58.8051,77.2309,-3.34056e-06
62.0197,-3.21459,58.8051,77.1878,-3.87166e-06
61.9913,-3.18618,58.8051,77.1524,-4.29523e-06
61.9686,-3.16357,58.8051,77.1242,-4.65343e-06
61.9514,-3.14635,58.805,77.1028,-5.13397e-06
61.9391,-3.13412,58.805,77.0875,-5.589e-06
61.9315,-3.1265,58.805,77.078,-6.00939e-06
61.9281,-3.12315,58.805,77.0738,-6.38699e-06
61.9287,-3.12374,58.8049,77.0745,-6.71379e-06
61.9329,-3.12799,58.8049,77.0798,-6.98178e-06
61.9406,-3.13566,58.8049,77.0893,-7.18408e-06
61.9514,-3.14655,58.8049,77.1029,-7.45205e-06
61.9654,-3.16052,58.8049,77.1202,-7.58274e-06
61.9824,-3.17748,58.8049,77.1413,-7.65561e-06
62.0023,-3.19739,58.8049,77.1661,-7.63072e-06
62.0251,-3.22025,58.8049,77.1946,-7.6986e-06
62.0509,-3.246,58.8049,77.2266,-7.74722e-06
62.0794,-3.27457,58.8049,77.2622,-8.05674e-06
62.1105,-3.30567,58.8048,77.3008,-8.91015e-06
62.1434,-3.33866,58.8047,77.3417,-1.05465e-05
62.1769,-3.37239,58.8045,77.3835,-1.34435e-05
62.209,-3.40475,58.8043,77.4234,-1.8052e-05
62.2362,-3.43229,58.8039,77.4572,-2.49857e-05
62.2531,-3.44981,58.8033,77.4783,-3.51373e-05
62.2523,-3.44981,58.8025,77.4772,-4.90836e-05
62.2236,-3.42223,58.8014,77.4416,-6.66282e-05
62.1552,-3.35492,58.8003,77.3565,-8.57851e-05
62.0353,-3.23585,58.7994,77.2072,-0.000100704
61.8578,-3.05838,58.7994,76.9863,-0.000101069
61.631,-2.82999,58.801,76.704,-7.4411e-05
61.3862,-2.58185,58.8043,76.3994,-1.68039e-05
61.1784,-2.37001,58.8084,76.1408,5.26191e-05
61.0684,-2.25757,58.8108,76.0039,9.35681e-05
61.0907,-2.28082,58.8099,76.0316,7.70289e-05
61.2316,-2.42541,58.8062,76.207,1.5034e-05
61.4383,-2.63605,58.8023,76.4643,-5.19522e-05
61.6498,-2.84992,58.7998,76.7274,-9.35276e-05
61.8228,-3.02359,58.7992,76.9427,-0.000104357
61.9394,-3.13961,58.7998,77.0878,-9.48053e-05
62.0001,-3.19932,58.8008,77.1635,-7.67175e-05
62.015,-3.21307,58.8019,77.1819,-5.8033e-05
61.9962,-3.19333,58.8029,77.1585,-4.21969e-05
61.9548,-3.15126,58.8036,77.1071,-3.00819e-05
61.8997,-3.09565,58.8041,77.0385,-2.14252e-05
61.8373,-3.03287,58.8044,76.9608,-1.53842e-05
61.772,-2.96737,58.8047,76.8796,-1.13188e-05
61.7069,-2.90211,58.8048,76.7986,-8.64757e-06
61.6439,-2.83902,58.8049,76.7202,-6.93445e-06
61.5843,-2.77931,58.805,76.6459,-5.86791e-06
61.5287,-2.7237,58.805,76.5768,-5.2317e-06
61.4777,-2.6726,58.805,76.5132,-4.94608e-06
61.4313,-2.62623,58.805,76.4555,-4.91304e-06
61.3897,-2.58462,58.8051,76.4037,-4.79531e-06
61.3528,-2.54779,58.8051,76.3579,-4.82157e-06
61.3207,-2.51566,58.805,76.3179,-5.03389e-06
61.2932,-2.48813,58.805,76.2836,-5.07758e-06
61.2701,-2.46509,58.805,76.2549,-5.2178e-06
61.2514,-2.4464,58.805,76.2316,-5.31883e-06
61.2369,-2.43191,58.805,76.2136,-5.52227e-06
61.2265,-2.42146,58.805,76.2006,-5.83976e-06
61.2198,-2.41482,58.805,76.1923,-6.15139e-06
61.2167,-2.41175,58.805,76.1884,-6.48061e-06
61.2169,-2.41193,58.8049,76.1886,-7.06177e-06
61.2198,-2.41496,58.8049,76.1923,-7.72592e-06
61.2259,-2.42109,58.8048,76.1999,-8.30728e-06
61.2345,-2.42976,58.8048,76.2106,-9.33833e-06
61.244,-2.43931,58.8047,76.2224,-1.07334e-05
61.2533,-2.44867,58.8046,76.2339,-1.24001e-05
61.261,-2.45651,58.8045,76.2436,-1.43558e-05
61.2656,-2.46126,58.8043,76.2493,-1.68401e-05
61.2653,-2.46111,58.8042,76.2489,-1.93866e-05
61.2582,-2.45419,58.804,76.2401,-2.19322e-05
61.2427,-2.4388,58.8039,76.2208,-2.38842e-05
61.2177,-2.41383,58.8039,76.1897,-2.4724e-05
61.1833,-2.37932,58.8039,76.1468,-2.37418e-05
61.1412,-2.33703,58.8042,76.0945,-1.98628e-05
61.0956,-2.29109,58.8046,76.0378,-1.32601e-05
61.053,-2.24797,58.8051,75.9847,-4.69238e-06
61.0213,-2.21575,58.8056,75.9453,4.1268e-06
61.0085,-2.2025,58.806,75.9292,1.05485e-05
61.0201,-2.21404,58.8061,75.9437,1.24246e-05
61.058,-2.25213,58.8059,75.9909,9.26582e-06
61.1194,-2.3139,58.8055,76.0673,2.07475e-06
61.1978,-2.39281,58.8049,76.1648,-6.73631e-06
61.2851,-2.48065,58.8045,76.2736,-1.49734e-05
61.3737,-2.56963,58.8041,76.3839,-2.09508e-05
61.4577,-2.65381,58.8039,76.4884,-2.42203e-05
61.5334,-2.72958,58.8039,76.5826,-2.51693e-05
61.5993,-2.79539,58.8039,76.6646,-2.45827e-05
61.6551,-2.85118,58.804,76.7341,-2.32945e-05
61.7016,-2.89761,58.804,76.792,-2.20698e-05
61.7396,-2.93551,58.8041,76.8392,-2.11496e-05
61.7695,-2.96543,58.8041,76.8764,-2.10811e-05
61.7914,-2.98734,58.804,76.9036,-2.22072e-05
61.8043,-3.00043,58.8039,76.9198,-2.4535e-05
61.8068,-3.00307,58.8037,76.9228,-2.77655e-05
61.7964,-2.99292,58.8035,76.9099,-3.17442e-05
61.7705,-2.96724,58.8032,76.8776,-3.56384e-05
61.7267,-2.92359,58.8031,76.8231,-3.81468e-05
61.6641,-2.86093,58.8031,76.7452,-3.74533e-05
61.5846,-2.78116,58.8035,76.6463,-3.17058e-05
61.4948,-2.69061,58.8042,76.5345,-1.96061e-05
61.406,-2.60079,58.8052,76.424,-2.68046e-06
61.3332,-2.52703,58.8062,76.3335,1.48641e-05
61.2917,-2.48477,58.8069,76.2817,2.65291e-05
61.2911,-2.48416,58.807,76.281,2.74882e-05
61.3324,-2.52603,58.8064,76.3324,1.73498e-05
61.4069,-2.60153,58.8054,76.4251,6.39757e-07
61.5002,-2.69584,58.8044,76.5413,-1.64914e-05
61.5971,-2.79346,58.8036,76.6618,-2.90549e-05
61.6857,-2.88241,58.8033,76.7721,-3.54013e-05
61.7591,-2.95587,58.8032,76.8634,-3.62119e-05
61.8152,-3.01179,58.8034,76.9332,-3.34526e-05
61.855,-3.05134,58.8036,76.9828,-2.88971e-05
61.8814,-3.07742,58.8039,77.0156,-2.38201e-05
61.8978,-3.09355,58.8042,77.036,-1.91558e-05
61.9076,-3.10314,58.8044,77.0483,-1.52134e-05
61.9138,-3.10914,58.8046,77.056,-1.20428e-05
61.9187,-3.1139,58.8048,77.0621,-9.70997e-06
61.924,-3.11915,58.8049,77.0687,-8.18748e-06
61.9309,-3.12598,58.8049,77.0773,-7.35217e-06
61.9399,-3.13501,58.8049,77.0885,-7.22117e-06
61.9512,-3.14635,58.8049,77.1026,-7.70242e-06
61.9645,-3.15964,58.8048,77.1191,-8.72554e-06
61.9788,-3.17408,58.8047,77.1369,-1.02948e-05
61.993,-3.18837,58.8046,77.1545,-1.25284e-05
62.0052,-3.20079,58.8044,77.1698,-1.52667e-05
62.0135,-3.20926,58.8043,77.1801,-1.81362e-05
62.0157,-3.21158,58.8041,77.1828,-2.07968e-05
62.0099,-3.20588,58.804,77.1756,-2.26529e-05
61.9953,-3.19123,58.804,77.1574,-2.23732e-05
61.9729,-3.16868,58.8042,77.1296,-1.88363e-05
61.9469,-3.14221,58.8047,77.0972,-1.07671e-05
61.9249,-3.11945,58.8054,77.0698,1.15746e-06
61.9174,-3.11123,58.8062,77.0605,1.47325e-05
61.9364,-3.12958,58.8069,77.0842,2.59442e-05
61.9913,-3.18426,58.8071,77.1525,2.98046e-05
62.0855,-3.27885,58.8067,77.2697,2.31096e-05
62.2137,-3.40809,58.8056,77.4293,4.82261e-06
62.3611,-3.55722,58.8039,77.6127,-2.50682e-05
62.5036,-3.7023,58.8013,77.7901,-6.84183e-05
62.607,-3.80938,58.7976,77.9187,-0.000131171
62.6233,-3.83104,58.7923,77.939,-0.000222041
62.4875,-3.7022,58.7853,77.77,-0.00034107
62.1253,-3.34621,58.7791,77.3192,-0.000446819
61.4994,-2.71825,58.7811,76.5402,-0.000411573
60.7149,-1.91412,58.8008,75.5639,-7.75937e-05
60.1024,-1.2732,58.8292,74.8016,0.000406123
60.0488,-1.2152,58.8336,74.7349,0.000480389
60.6094,-1.80138,58.808,75.4325,4.49321e-05
61.4452,-2.66048,58.7847,76.4728,-0.000350891
62.1887,-3.40927,58.7794,77.3981,-0.000440505
62.6881,-3.9034,58.7847,78.0197,-0.000350935
62.9595,-4.16778,58.7917,78.3574,-0.000232172
63.0712,-4.27433,58.7969,78.4964,-0.000144218
63.0829,-4.2832,58.7997,78.5111,-9.50506e-05
63.0304,-4.22961,58.8008,78.4457,-7.74667e-05
62.927,-4.12656,58.8004,78.317,-8.35112e-05
62.7695,-3.9704,58.7991,78.121,-0.000105952
62.5445,-3.74704,58.7975,77.841,-0.000133767
62.2384,-3.44169,58.7967,77.4599,-0.000147449
61.8544,-3.05593,58.7984,76.982,-0.000117581
61.4352,-2.63126,58.804,76.4604,-2.33393e-05
61.0736,-2.26202,58.8116,76.0103,0.000106516
60.8819,-2.06589,58.8161,75.7718,0.000182257
60.9227,-2.10937,58.8133,75.8225,0.000136156
61.1587,-2.35279,58.8059,76.1162,9.17982e-06
61.4818,-2.68255,58.7993,76.5184,-0.000102928
61.7873,-2.99085,58.7964,76.8986,-0.000151382
62.0171,-3.22037,58.7967,77.1845,-0.000146611
62.1591,-3.36066,58.7984,77.3613,-0.00011762
62.2262,-3.42583,58.8003,77.4448,-8.52714e-05
62.2384,-3.43652,58.8019,77.46,-5.87544e-05
62.2139,-3.41097,58.803,77.4296,-4.01825e-05
62.1661,-3.36245,58.8037,77.37,-2.84265e-05
62.1034,-3.29939,58.804,77.292,-2.21276e-05
62.0306,-3.22642,58.8042,77.2014,-1.93637e-05
61.9498,-3.14558,58.8042,77.1008,-1.87751e-05
61.8617,-3.05745,58.8042,76.9911,-1.90232e-05
61.7663,-2.96211,58.8042,76.8725,-1.90389e-05
61.6644,-2.86013,58.8043,76.7456,-1.76205e-05
61.558,-2.75348,58.8045,76.6132,-1.37425e-05
61.4512,-2.64627,58.8049,76.4802,-7.52315e-06
61.3502,-2.54478,58.8054,76.3545,7.36206e-07
61.2627,-2.45682,58.8059,76.2457,9.0617e-06
61.1963,-2.39009,58.8062,76.163,1.49534e-05
61.1563,-2.34998,58.8063,76.1132,1.62416e-05
61.1438,-2.33772,58.8061,76.0977,1.25163e-05
61.1556,-2.34998,58.8056,76.1124,4.73116e-06
61.1848,-2.37977,58.8051,76.1488,-4.4416e-06
61.2232,-2.41863,58.8046,76.1965,-1.27925e-05
61.2629,-2.45864,58.8042,76.2459,-1.87142e-05
61.2979,-2.49385,58.8041,76.2895,-2.17665e-05
61.3248,-2.52078,58.804,76.323,-2.2391e-05
61.3423,-2.53817,58.8041,76.3447,-2.11954e-05
61.3506,-2.54636,58.8042,76.355,-1.90108e-05
61.351,-2.54667,58.8044,76.3556,-1.65086e-05
61.3455,-2.541,58.8045,76.3487,-1.38761e-05
61.3359,-2.53122,58.8047,76.3368,-1.1418e-05
61.3237,-2.51895,58.8048,76.3216,-9.4249e-06
61.3106,-2.5057,58.8049,76.3053,-7.63901e-06
61.2977,-2.49276,58.805,76.2893,-6.30626e-06
61.2862,-2.48116,58.805,76.2749,-5.24461e-06
61.2768,-2.47173,58.8051,76.2632,-4.4045e-06
61.2709,-2.46576,58.8051,76.2559,-3.39966e-06
61.2691,-2.46389,58.8052,76.2536,-2.83918e-06
61.2712,-2.46598,58.8052,76.2562,-2.37858e-06
61.2776,-2.4724,58.8052,76.2642,-1.85709e-06
61.2887,-2.48346,58.8053,76.278,-1.46218e-06
61.3047,-2.49943,58.8053,76.2979,-1.1166e-06
61.3258,-2.52056,58.8053,76.3242,-8.86662e-07
61.3523,-2.54703,58.8053,76.3572,-7.80018e-07
61.3843,-2.57902,58.8053,76.397,-7.44796e-07
61.4219,-2.61663,58.8053,76.4438,-7.43887e-07
61.4652,-2.65992,58.8053,76.4977,-8.92761e-07
61.5141,-2.70883,58.8053,76.5585,-1.2628e-06
61.5684,-2.76315,58.8052,76.6261,-1.89013e-06
61.6276,-2.82241,58.8052,76.6998,-3.1283e-06
61.6908,-2.88581,58.805,76.7785,-5.05144e-06
61.7569,-2.95201,58.8049,76.8607,-7.88161e-06
61.8236,-3.01894,58.8046,76.9437,-1.20048e-05
61.8878,-3.08354,58.8043,77.0237,-1.8043e-05
61.9451,-3.14134,58.8038,77.095,-2.64791e-05
61.9892,-3.1861,58.8031,77.1499,-3.78001e-05
62.0118,-3.20955,58.8023,77.178,-5.21171e-05
62.0028,-3.20145,58.8013,77.1667,-6.85484e-05
61.9509,-3.15056,58.8004,77.1022,-8.4316e-05
61.8472,-3.04733,58.7998,76.9731,-9.3412e-05
61.6891,-2.88895,58.8002,76.7764,-8.75194e-05
61.4882,-2.68633,58.8019,76.5263,-5.89467e-05
61.2743,-2.46956,58.8048,76.2601,-9.81332e-06
61.0929,-2.28507,58.8078,76.0343,4.22836e-05
60.9892,-2.17979,58.8094,75.9053,6.99424e-05
60.9873,-2.17855,58.8088,75.9029,5.85947e-05
61.0786,-2.27207,58.8065,76.0165,1.99567e-05
61.2304,-2.42633,58.8041,76.2055,-2.1e-05
61.4056,-2.60301,58.8025,76.4235,-4.75278e-05
61.5762,-2.77432,58.8019,76.6359,-5.8268e-05
61.7275,-2.92567,58.8019,76.8242,-5.89971e-05
61.8535,-3.05148,58.8021,76.981,-5.56601e-05
61.9529,-3.15056,58.8023,77.1047,-5.09586e-05
62.0263,-3.22363,58.8026,77.196,-4.57362e-05
62.0755,-3.2725,58.803,77.2572,-3.9965e-05
62.1033,-3.29998,58.8034,77.2919,-3.37806e-05
62.1134,-3.30966,58.8037,77.3044,-2.74508e-05
62.1096,-3.30554,58.8041,77.2997,-2.15007e-05
62.0961,-3.29166,58.8044,77.2828,-1.60957e-05
62.0765,-3.2718,58.8047,77.2584,-1.15352e-05
62.0541,-3.24925,58.8049,77.2307,-7.79037e-06
62.0318,-3.22676,58.805,77.2029,-4.88462e-06
62.0117,-3.20653,58.8052,77.1779,-2.45974e-06
61.9956,-3.1903,58.8053,77.1578,-7.6138e-07
61.9847,-3.17932,58.8054,77.1442,4.29711e-07
61.9799,-3.17452,58.8054,77.1383,1.16976e-06
61.9819,-3.17646,58.8054,77.1407,1.47881e-06
61.9908,-3.18541,58.8054,77.1519,1.19581e-06
62.0066,-3.20126,58.8054,77.1715,5.12616e-07
62.0288,-3.22355,58.8053,77.1992,-9.23531e-07
62.0564,-3.25129,58.8052,77.2335,-3.14167e-06
62.0878,-3.28282,58.8049,77.2725,-6.74662e-06
62.1202,-3.31553,58.8046,77.3128,-1.183e-05
62.1498,-3.34558,58.8042,77.3497,-1.92277e-05
62.1712,-3.36755,58.8036,77.3763,-2.91595e-05
62.177,-3.37417,58.8029,77.3836,-4.18634e-05
62.1585,-3.35652,58.802,77.3606,-5.62797e-05
62.1063,-3.305,58.8013,77.2955,-6.92091e-05
62.0133,-3.21238,58.8009,77.1799,-7.47459e-05
61.8801,-3.07853,58.8015,77.014,-6.46541e-05
61.7206,-2.91711,58.8035,76.8155,-3.2024e-05
61.5673,-2.76082,58.8065,76.6247,1.91707e-05
61.466,-2.6566,58.8094,76.4986,6.85047e-05
61.4583,-2.64779,58.8105,76.4891,8.74134e-05
61.5598,-2.75075,58.8091,76.6155,6.35024e-05
61.7588,-2.95283,58.806,76.8631,1.08016e-05
62.0111,-3.20813,58.803,77.1771,-4.03743e-05
62.2625,-3.46144,58.8011,77.49,-7.23554e-05
62.4811,-3.68069,58.8004,77.7621,-8.34475e-05
62.6521,-3.85155,58.8006,77.9749,-8.10625e-05
62.773,-3.97198,58.801,78.1253,-7.38699e-05
62.8468,-4.04541,58.8014,78.2172,-6.70794e-05
62.8779,-4.07621,58.8017,78.2558,-6.26339e-05
62.8697,-4.06788,58.8018,78.2457,-5.97818e-05
62.8259,-4.0238,58.8021,78.1912,-5.51509e-05
62.7526,-3.9499,58.8027,78.1,-4.41039e-05
62.6622,-3.85825,58.804,77.9875,-2.28837e-05
62.5756,-3.76982,58.8058,77.8797,7.8684e-06
62.521,-3.71335,58.8077,77.8117,3.97847e-05
62.5266,-3.71778,58.8088,77.8186,5.87594e-05
62.6087,-3.80032,58.8084,77.9209,5.25536e-05
62.7627,-3.95617,58.8065,78.1125,1.98142e-05
62.961,-4.15751,58.8035,78.3593,-3.19345e-05
63.1603,-4.3606,58.7997,78.6074,-9.58026e-05
63.3076,-4.51247,58.7951,78.7907,-0.000173731
63.3409,-4.5517,58.7892,78.8322,-0.000273989
63.188,-4.40577,58.7823,78.6419,-0.000392504
62.7791,-4.0016,58.7775,78.133,-0.000472566
62.1057,-3.31956,58.7861,77.2948,-0.000327072
61.3399,-2.53023,58.8096,76.3417,7.28782e-05
60.8637,-2.02913,58.8346,75.7491,0.00049717
61.0088,-2.17938,58.8294,75.9296,0.00040893
61.709,-2.90772,58.8013,76.8012,-6.83555e-05
62.5786,-3.79594,58.7826,77.8834,-0.000385953
63.2962,-4.51503,58.7812,78.7765,-0.000410776
63.7643,-4.9767,58.7876,79.3591,-0.00030138
64.0227,-5.22813,58.7945,79.6807,-0.000183475
64.144,-5.34436,58.7996,79.8316,-9.75388e-05
64.1882,-5.38542,58.8028,79.8866,-4.3873e-05
64.1948,-5.39022,58.8046,79.8948,-1.32804e-05
64.1869,-5.38137,58.8055,79.885,2.96819e-06
64.1769,-5.37093,58.806,79.8726,1.0609e-05
64.1706,-5.36454,58.8061,79.8648,1.29456e-05
64.17,-5.36393,58.806,79.864,1.19803e-05
64.1742,-5.36835,58.8059,79.8692,8.74571e-06
64.1809,-5.37538,58.8056,79.8776,3.6953e-06
64.1865,-5.38129,58.8052,79.8845,-2.71274e-06
64.186,-5.38132,58.8047,79.8839,-1.06836e-05
64.1739,-5.36971,58.8042,79.8688,-1.97725e-05
64.1435,-5.33997,58.8036,79.8311,-3.00081e-05
64.0879,-5.285,58.8029,79.7618,-4.12557e-05
63.9996,-5.19737,58.8022,79.6519,-5.31672e-05
63.8713,-5.0698,58.8015,79.4923,-6.5075e-05
63.6972,-4.89621,58.801,79.2755,-7.43091e-05
63.4751,-4.67419,58.8009,78.9991,-7.55111e-05
63.2114,-4.40968,58.8017,78.671,-6.11682e-05
62.927,-4.12318,58.8038,78.317,-2.56633e-05
62.6599,-3.85311,58.8068,77.9846,2.44812e-05
62.4581,-3.64875,58.8093,77.7334,6.7583e-05
62.3608,-3.5508,58.81,77.6123,7.93752e-05
62.3796,-3.57096,58.8086,77.6357,5.53785e-05
62.4942,-3.68803,58.8062,77.7783,1.40675e-05
62.6669,-3.86298,58.804,77.9933,-2.35185e-05
62.8602,-4.05772,58.8025,78.2339,-4.87288e-05
63.0447,-4.24304,58.8016,78.4635,-6.27708e-05
63.2003,-4.39901,58.8013,78.6572,-6.82197e-05
63.3157,-4.5143,58.8014,78.8008,-6.71171e-05
63.3861,-4.58434,58.8018,78.8884,-6.03198e-05
63.4127,-4.61031,58.8024,78.9215,-4.97078e-05
63.4015,-4.59834,58.8032,78.9076,-3.67047e-05
63.3602,-4.55628,58.8039,78.8561,-2.42016e-05
63.2963,-4.49176,58.8046,78.7767,-1.28863e-05
63.2179,-4.41272,58.8051,78.679,-3.24673e-06
63.1316,-4.32602,58.8056,78.5717,4.6193e-06
63.0432,-4.23727,58.806,78.4617,1.06701e-05
62.9571,-4.15089,58.8062,78.3545,1.53109e-05
62.8767,-4.07024,58.8064,78.2544,1.88251e-05
62.8045,-3.99786,58.8066,78.1645,2.14597e-05
62.7424,-3.93564,58.8067,78.0872,2.34695e-05
62.6917,-3.88494,58.8068,78.0242,2.49011e-05
62.6536,-3.84673,58.8069,77.9767,2.57856e-05
62.6284,-3.82156,58.8069,77.9454,2.60525e-05
62.6164,-3.80953,58.8068,77.9304,2.54295e-05
62.6169,-3.81017,58.8067,77.9311,2.36575e-05
62.6286,-3.82209,58.8065,77.9456,1.99294e-05
62.6486,-3.84254,58.8061,77.9706,1.31735e-05
62.672,-3.86657,58.8054,77.9997,1.91461e-06
62.6903,-3.8859,58.8044,78.0224,-1.62015e-05
62.6901,-3.88736,58.8028,78.0222,-4.35824e-05
62.6518,-3.85132,58.8005,77.9746,-8.18386e-05
62.5492,-3.75139,58.7978,77.8468,-0.000127853
62.3542,-3.55863,58.7955,77.6041,-0.000166662
62.0515,-3.2559,58.7956,77.2274,-0.000164743
61.6672,-2.86656,58.8006,76.7491,-8.00751e-05
